Restaurant_id,Total_orders,Popular_dish
200716,13324,Shufta
200773,7942,Aloo tikki
200790,8752,Paruppu sadam
200833,8108,Pani puri
200993,11418,Bhatura
201122,14142,Puri Bhaji
201134,10826,Dhondas
201164,8513,Palak paneer
201165,13363,Biryani
201280,7481,Cheera Doi
201300,9198,Thayir sadam
201309,6631,Shufta
201389,10567,Bhatura
201590,7969,Konir Dom
201726,3352,Koldil Duck
201959,2371,Khorisa
202047,3277,Chicken Varuval
202182,9986,Aloo matar
202631,2448,Pinaca
202723,15000,Rajma chaval
202889,4096,Chicken Tikka masala
203481,12815,Beef Fry
203485,9794,Laddu
203641,1885,Methi na Gota
203703,11228,Vindaloo
203736,3939,Theeyal
203746,4205,Kachori
203758,13522,Bandar laddu
203947,14182,Kheer sagar
204007,11312,Copra paak
204010,5243,Kajjikaya
204319,7723,Poha
204330,11259,Churma Ladoo
204535,4885,Sambar
204576,5014,Dahi vada
205007,7833,Cham cham
205183,10076,Petha
205226,4650,Kaara kozhambu
205228,1826,Sabudana Khichadi
205306,11636,Kadhi pakoda
205417,6816,Lauki ke kofte
205475,10111,Mawa Bati
205562,12102,Poriyal
205609,7422,Rasabali
206503,9125,Chorafali
206586,10466,Qubani ka meetha
207097,4515,Daal puri
207574,8321,Vegetable jalfrezi
207669,8048,Chicken Tikka masala
207679,6998,Kadai paneer
208031,8599,Coconut vadi
208175,2520,Phirni
208249,1061,Khandvi
208556,1244,Sohan halwa
208720,12107,Black rice
208734,8963,Gavvalu
208829,9559,Kadhi pakoda
208859,14707,Poha
208982,3391,Uttapam
209225,1152,Ghevar
209502,2257,Shukto
209917,1843,Paratha
210127,10034,Koshimbir
210403,13760,Shahi paneer
210638,8594,Amti
210945,10199,Pindi chana
211008,10096,Upma
211172,14435,Rasgulla
211185,2079,Khaman
211444,13234,Rabri
211814,3656,Obbattu holige
212246,7138,Thalipeeth
212592,12217,Chicken Tikka masala
212615,10405,Kheer
212837,3871,Panjeeri
212930,3888,Kalakand
213314,4069,Mahim halwa
213643,10153,Galho
213645,3230,Pithe
213654,9406,Sevai
213655,9476,Vada
213934,14632,Misti doi
213935,10987,Khandvi
214074,2520,Dhondas
214175,5383,Gud papdi
214318,8495,Mishti Chholar Dal
214521,13939,Karela bharta
214809,14526,Mushroom do pyaza
214833,12995,Til Pitha
214964,14775,Masor tenga
214967,11461,Paruppu sadam
215427,5917,Bajri no rotlo
215442,12166,Kheer sagar
215922,14178,Churma Ladoo
216077,2944,Tandoori Chicken
216730,9254,Gud papdi
216980,11073,Koshimbir
217047,1909,Laddu
217502,14249,Bora Sawul
217781,8173,Panjeeri
217836,3038,Bhakri
217899,3061,Coconut vadi
218029,3563,Kos kootu
218137,5756,Copra paak
218142,11309,Sukhdi
218183,6581,Kajjikaya
218353,3494,Paravannam
218372,1918,Chicken Varuval
218475,4924,Kakinada khaja
218634,5658,Dalithoy
218650,7690,Sev khamani
218894,10207,Daal puri
219201,8256,Pinaca
219476,6002,Kofta
219586,9312,Kuzhakkattai
219711,11573,Keerai sadam
219718,6902,Rongi
219818,7559,Gheela Pitha
219974,12717,Rasgulla
220046,3857,Singori
220133,10745,Dhondas
220642,6774,Kothamali sadam
220772,13165,Makki di roti sarson da saag
221076,13949,Pattor
221262,12009,Galho
221321,1694,Amti
221697,8034,Pootharekulu
221798,3055,Papadum
221870,11933,Ghevar
222096,13448,Laapsi
222404,7748,Bora Sawul
222499,4979,Kombdi vade
222720,8550,Misti doi
222893,5729,Boondi
223311,6715,Amti
223314,4239,Lilva Kachori
223507,12837,Namakpara
223632,6647,Sev tameta
223936,12992,Fara
223939,6821,Chingri Bhape
223990,13184,Chak Hao Kheer
223991,12937,Chhena kheeri
224001,13505,Black rice
224120,12577,Anarsa
224125,2299,Payasam
224130,13565,Puttu
224349,12047,Shukto
224354,6528,Naan
224426,4042,Imarti
224427,8265,Ghevar
224428,5096,Alu Pitika
224429,13032,Papadum
224430,2577,Lauki ki subji
224431,5225,Sukhdi
224432,5341,Modak
224476,11726,Mushroom matar
224482,14465,Kothamali sadam
224601,4669,Pithe
225047,8150,Chakali
225317,4982,Jalebi
225325,9219,Aloo tikki
225469,6160,Pattor
225573,5651,Koshambri
225614,1531,Chhena jalebi
225737,3463,Pakhala
225911,7820,Kombdi vade
225917,13061,Bisi bele bath
225932,9383,Pesarattu
226102,12864,Double ka meetha
226267,12705,Dal makhani 
226432,2405,Vindaloo
226443,6964,Phirni
226467,4443,Laddu
226916,11660,Beef Fry
227153,1478,Misi roti
227447,5397,Veg Kolhapuri
227535,6345,Kaara kozhambu
227678,4510,Goja
228089,1083,Singori
228215,10548,Brown Rice
228227,11446,Naan
228565,3824,Kutchi dabeli
228941,4038,Til Pitha
228945,6301,Puri Bhaji
228948,3627,Naan
229279,11479,Kanji
229280,11656,Pakhala
229286,5339,Turiya Patra Vatana sabji
229288,3611,Rabri
229606,13477,Dharwad pedha
229718,2142,Brown Rice
229977,11836,Kootu
230287,1312,Bombil fry
230414,11861,Kolim Jawla
230976,6491,Upma
231270,13777,Khichdi
231446,10818,Phirni
231619,7328,Kheer
231623,10401,Methi na Gota
231669,6903,Kabiraji
231740,7991,Upma
231761,6635,Undhiyu
231946,5110,Chhena jalebi
232006,11830,Poriyal
232252,8538,Sohan papdi
232278,13715,Chapati
232447,1351,Misi roti
232531,5742,Navrattan korma
232802,2908,Bilahi Maas
233050,12988,Konir Dom
233051,10406,Lyangcha
233052,11626,Kheer
233053,4722,Masala Dosa
233054,9242,Chapati
233055,4627,Bora Sawul
233056,12029,Bandar laddu
233057,10916,Churma Ladoo
233117,3753,Vegetable jalfrezi
233121,5237,Til Pitha
233248,5186,Sohan halwa
233316,12742,Dal makhani 
233558,8738,Dal tadka
233656,6829,Theeyal
233743,10580,Paneer tikka masala
233766,8048,Ghevar
233819,10381,Beef Fry
233852,2027,Black rice
234274,8617,Theeyal
234747,3416,Sev khamani
234811,11513,Khichdi
235693,10599,Sheera
235817,8396,Vegetable jalfrezi
235838,12549,Misti doi
235914,2280,Copra paak
236168,9920,Koshimbir
236435,7236,Kaara kozhambu
236650,9122,Sattu ki roti
236756,13932,Red Rice
236833,6985,Kabiraji
236838,14927,Undhiyu
236924,8713,Paniyaram
236980,13404,Gheela Pitha
237003,14330,Daal puri
237054,14060,Unni Appam
237165,9119,Keerai kootu
237245,2845,Boondi
237387,6292,Idiappam
237472,5566,Khorisa
237488,1045,Shahi tukra
237511,8665,Gajar ka halwa
237526,7009,Pav Bhaji
237548,8928,Mysore pak
238013,5476,Rongi
238436,5858,Pesarattu
238506,5179,Kuzhi paniyaram
238549,14416,Ras malai
238697,2453,Ras malai
238788,9280,Laddu
239083,7457,Attu
239190,2181,Pongal
239364,13487,Navrattan korma
239413,6054,Phirni
239456,3209,Sutar feni
239533,1200,Bombil fry
239629,14427,Mawa Bati
239645,3127,Mushroom do pyaza
239650,14341,Kakinada khaja
239753,10312,Zunka
239920,1791,Surnoli
239924,2732,Kalakand
239928,8929,Churma Ladoo
240148,2440,Kofta
240217,14824,Keerai sadam
240435,6612,Kanji
240445,5005,Kajjikaya
240742,12014,Pantua
240756,9435,Samosa
240758,6699,Khaman
240828,9236,Khar
240865,7360,Dal tadka
240895,9310,Khandvi
240964,3831,Kheer
240970,3152,Handwo
241028,2828,Gulab jamun
241079,14807,Laddu
241166,14382,Lyangcha
241345,12420,Khichdi
241381,2264,Masor Koni
241496,6907,Daal Dhokli
241844,12859,Pongal
241851,2130,Rajma chaval
242145,4823,Pootharekulu
242424,7359,Mushroom matar
242429,7175,Bombil fry
242515,1024,Chikki
242554,10983,Dudhi halwa
242640,7701,Navrattan korma
243025,11415,Chicken razala
243172,7269,Keri no ras
243195,4529,Masala Dosa
243213,3182,Brown Rice
243322,6171,Jalebi
243625,10688,Papad
243665,6069,Pani puri
243755,12919,Bora Sawul
243852,7285,Namakpara
244401,11370,Methi na Gota
244704,12449,Keerai poriyal
244709,10876,Modak
244717,3314,Gavvalu
245280,10182,Dudhi halwa
245496,7275,Puri Bhaji
245602,3113,Khichu
245614,8764,Chikki
245773,8651,Khaman
245821,14125,Keerai masiyal
246000,3243,Til Pitha
246169,10610,Sheer korma
246208,3283,Koshimbir
246268,9015,Rasam
246341,6220,Khaman
246410,5121,Chole bhature
246536,12053,Khorisa
246644,4848,Pork Bharta
246810,2009,Phirni
246826,3540,Mushroom do pyaza
246835,11944,Kutchi dabeli
246946,4396,Panjeeri
247042,11833,Sambar
247125,2106,Keerai masiyal
247131,12285,Masala Dosa
247152,12644,Kootu
247502,5853,Sev khamani
247711,7670,Thepla
247716,14381,Kofta
247717,1912,Shahi tukra
247759,3088,Konir Dom
247769,7863,Kulfi falooda
247814,10336,Bombil fry
248100,9997,Chicken razala
248129,8982,Turiya Patra Vatana sabji
248171,1516,Tandoori Fish Tikka
248216,5998,Kheer
248298,14333,Puli sadam
248367,11637,Kothamali sadam
248444,8138,Pachadi
248492,9311,Nankhatai
248512,5965,Rasgulla
248878,13290,Mushroom do pyaza
248894,11919,Chikki
249050,10504,Til Pitha
249135,9323,Qubani ka meetha
249159,2117,Aloo methi
249290,9983,Mushroom do pyaza
249303,3657,Pork Bharta
249351,3930,Chak Hao Kheer
249354,4197,Chak Hao Kheer
249538,10246,Rabri
249957,14529,Amti
249988,3072,Chicken Tikka masala
250077,4307,Gulab jamun
250244,12430,Pani Pitha
250508,11441,Keerai masiyal
250683,5293,Pav Bhaji
250779,13394,Gajar ka halwa
250918,3262,Lauki ki subji
250978,10147,Churma Ladoo
251092,14599,Shahi paneer
251318,6558,Konir Dom
251374,9116,Kaara kozhambu
251375,9525,Idli
251539,10293,Gajar ka halwa
251550,13882,Sev tameta
251568,10191,Sutar feni
251577,12120,Aloo methi
251625,8891,Aloo shimla mirch
252004,2207,Chakali
252048,1127,Rongi
252213,1756,Black rice
252386,2744,Paravannam
252412,6107,Prawn malai curry
252667,12936,Chhena kheeri
252761,7983,Dudhi halwa
252782,1186,Mushroom matar
253046,9309,Bilahi Maas
253180,8079,Rabri
253448,11524,Khandvi
253578,12235,Copra paak
253669,3426,Kuzhambu
253671,2733,Dal tadka
253683,10820,Pindi chana
253778,1198,Koshimbir
253955,6885,Chicken Tikka
253978,3576,Amti
254021,9921,Samosa
254048,13689,Samosa
254049,13659,Lauki ki subji
254050,11185,Alu Pitika
254299,6322,Kheer
254452,13727,Chevdo
254543,12115,Rajma chaval
254861,6501,Dal makhani 
254870,6997,Kootu
254886,8668,Til Pitha
254897,2323,Pakhala
255077,12213,Bandar laddu
255080,4032,Daal puri
255204,10268,Chicken razala
255332,1268,Chak Hao Kheer
255355,14353,Gavvalu
255752,12993,Cheera Doi
255891,4042,Dosa
255976,13133,Rabri
256059,8289,Sutar feni
256099,5146,Kheer
256154,1912,Mahim halwa
256298,2868,Chole bhature
256371,5336,Sattu ki roti
256608,4604,Bhakri
256688,3373,Pithe
256784,1611,Kanji
256853,7827,Gheela Pitha
256880,1558,Mishti Chholar Dal
257095,11715,Sukhdi
257162,5106,Litti chokha
257408,9230,Bombil fry
257581,4097,Thepla
257701,9237,Papadum
257776,6865,Makki di roti sarson da saag
257962,9436,Daal puri
257989,10690,Idiappam
257991,14094,Shukto
258116,6794,Butter chicken
258140,3114,Dum aloo
258357,11374,Rabri
258419,6138,Puttu
258539,8439,Pani Pitha
258700,11538,Bilahi Maas
258968,4292,Jeera Aloo
259063,10205,Khorisa
259101,9987,Handwo
259560,13676,Rasam
259572,9825,Shrikhand
259773,6353,Double ka meetha
259841,9210,Poornalu
260216,11012,Til Pitha
260220,6125,Avial
260557,8621,Gheela Pitha
260845,6791,Tandoori Chicken
260926,3059,Ariselu
261430,14383,Aloo shimla mirch
261435,10623,Kothamali sadam
261555,10655,Misti doi
261581,4080,Sambar
261634,11336,Chhena poda
261707,13033,Petha
261709,3909,Paratha
261872,11696,Copra paak
262015,5760,Churma Ladoo
262087,9101,Doodhpak
262276,2375,Khorisa
262390,3999,Shahi tukra
262490,8282,Palak paneer
263074,10860,Churma Ladoo
263077,8314,Kos kootu
263106,9452,Modak
263170,10076,Boondi
263224,3297,Mohanthal
263294,5928,Koldil Chicken
263353,5319,Thalipeeth
263360,8851,Kaju katli
263383,10506,Chingri Bhape
263989,3039,Patra
264058,5935,Dosa
264077,5426,Ghevar
264201,6969,Surnoli
264202,13166,Daal baati churma
264219,13542,Panjeeri
264223,12394,Koshimbir
264240,14598,Sandesh
264248,10486,Palathalikalu
264304,9634,Haq Maas
264320,9991,Kadai paneer
264420,4172,Mohanthal
264544,10669,Misi roti
264577,12752,Makki di roti sarson da saag
264634,4039,Bajri no rotlo
264926,12491,Misti doi
265212,2864,Chicken Varuval
265679,14943,Dharwad pedha
265808,7630,Sukhdi
265890,8281,Kulfi falooda
265913,2140,Goja
265925,8693,Lauki ki subji
266154,11059,Singori
266165,8004,Handwo
266184,2748,Churma Ladoo
266388,8175,Black rice
267395,2894,Sev khamani
267529,1064,Kabiraji
267550,14604,Basundi
267821,1209,Mushroom do pyaza
268138,9135,Jalebi
268311,9049,Kombdi vade
268591,8666,Karela bharta
268713,3013,Aloo matar
269001,1815,Lassi
269113,14858,Sev tameta
269919,3016,Pav Bhaji
269958,14076,Malapua
270043,9871,Idli
270072,3111,Bhakri
270210,4728,Idli
270336,3000,Kuzhambu
270665,2239,Kadai paneer
270926,4151,Dosa
271064,14980,Surnoli
271624,9362,Dhondas
271950,9603,Ras malai
272029,14676,Naan
272303,9218,Puri Bhaji
272388,7484,Nankhatai
272464,9340,Unni Appam
273161,1260,Panjeeri
273277,13369,Khar
273836,2621,Kuzhi paniyaram
274120,7429,Farsi Puri
274856,12899,Kheer
274910,1278,Sattu ki roti
275137,11018,Laapsi
275167,8477,Chicken Tikka masala
275349,3795,Saath
275376,9577,Nankhatai
276557,6075,Imarti
276859,11970,Bhindi masala
277176,9944,Kaara kozhambu
277337,11608,Aloo tikki
277440,3627,Aloo matar
277553,5448,Papadum
277865,12426,Kakinada khaja
277965,7149,Khaman
278551,5113,Rasam
278558,14184,Misti doi
278656,5661,Shahi tukra
278862,11199,Rasabali
279060,14850,Bebinca
279580,9239,Bhindi masala
279629,13033,Kaju katli
279815,1374,Palak paneer
279824,7149,Aloo methi
279863,13482,Ghevar
279873,11190,Shrikhand
280126,6537,Makki di roti sarson da saag
280130,7344,Sukhdi
280335,3254,Gulab jamun
280507,12548,Bora Sawul
280870,9388,Chingri malai curry
281035,1227,Kuzhakkattai
281155,12398,Aloo tikki
281602,11395,Chicken Varuval
281710,10239,Konir Dom
281885,7535,Dalithoy
282046,3583,Kanji
282159,2525,Bhindi masala
282240,1764,Sohan papdi
282408,12551,Turiya Patra Vatana sabji
282497,14627,Koldil Chicken
282620,5496,Mihidana
282990,14882,Pav Bhaji
283144,3141,Shukto
283258,10305,Mawa Bati
283560,12105,Kachori
283741,2150,Paratha
283945,10523,Puli sadam
284335,8483,Shahi tukra
284374,8997,Paravannam
284472,14381,Chhena jalebi
284638,2701,Palathalikalu
284648,6244,Mysore pak
284671,1091,Jeera Aloo
284757,12161,Muthiya
284759,2968,Mushroom do pyaza
284774,5008,Cham cham
284795,11409,Hando Guri
284800,9942,Kumol Sawul
285018,7052,Kakinada khaja
285101,12663,Shufta
285118,4483,Saath
285460,8085,Black rice
285529,12712,Haq Maas
285852,4159,Kos kootu
285926,8337,Poriyal
286076,2953,Lilva Kachori
286175,8021,Samosa
286182,2864,Chak Hao Kheer
286445,13538,Thayir sadam
286609,8032,Koshimbir
286625,14700,Samosa
287122,9581,Gatta curry
287238,8365,Qubani ka meetha
287285,1685,Nankhatai
287342,1362,Goja
287548,14717,Papad
287790,7462,Kofta
287933,3176,Chicken razala
287941,9354,Khichu
287942,9716,Kakinada khaja
287952,14438,Rabri
287979,6781,Mahim halwa
288388,9759,Puttu
288423,10578,Keerai sadam
288470,2839,Dal tadka
288523,8695,Maach Jhol
288625,6793,Kheer sagar
288878,6966,Mohanthal
289028,13770,Shukto
289133,7405,Mahim halwa
289145,13311,Goja
289241,10214,Lilva Kachori
289261,3134,Chikki
289332,6453,Keerai masiyal
289368,12980,Kakinada khaja
289374,6467,Chingri Bhape
289676,8956,Paruppu sadam
289696,8626,Bilahi Maas
289697,13302,Lauki ke kofte
289868,12879,Palathalikalu
289953,9601,Gajar ka halwa
289969,12864,Shufta
289970,5013,Mysore pak
290013,2165,Pantua
290143,6816,Kakinada khaja
290158,6576,Chorafali
290309,5816,Paniyaram
290399,11768,Bandar laddu
290521,10958,Kuzhi paniyaram
290553,10467,Kuzhakkattai
290633,5952,Sheer korma
290788,13931,Chingri Bhape
290802,13120,Pongal
290829,2059,Rajma chaval
290995,11494,Chapati
291062,4721,Puli sadam
291066,10933,Veg Kolhapuri
291431,3787,Payokh
291520,8551,Luchi
291533,11742,Kabiraji
291638,3498,Mahim halwa
291652,11110,Kombdi vade
291907,10106,Bengena Pitika
291978,7510,Makki di roti sarson da saag
292113,8442,Khaman
292286,11989,Lilva Kachori
292345,11517,Bilahi Maas
292357,8609,Masor tenga
292413,2058,Luchi
292634,8298,Theeyal
292776,7238,Kuzhambu
292874,1657,Gatta curry
293055,7773,Dum aloo
293465,12417,Pantua
293506,13052,Imarti
293616,9299,Chana masala
293750,6263,Chicken razala
293760,8329,Kaara kozhambu
293868,6048,Pani Pitha
293933,3500,Sohan halwa
294001,8449,Chole bhature
294214,10925,Churma Ladoo
294369,1033,Butter chicken
294413,4441,Mahim halwa
294454,8230,Chingri Bhape
294492,3048,Chhena kheeri
294499,9431,Pongal
294617,3808,Avial
294627,2302,Beef Fry
294775,8939,Petha
295104,4550,Chicken Tikka masala
295187,1908,Rajma chaval
295283,9192,Pinaca
295326,2641,Lauki ki subji
295399,5946,Anarsa
295537,7613,Paniyaram
295595,13248,Kajjikaya
296011,9246,Chapati
296022,6536,Daal Dhokli
296084,7331,Pav Bhaji
296177,10809,Chicken Varuval
296289,1317,Navrattan korma
296304,13044,Kaju katli
296634,3196,Qubani ka meetha
296658,8865,Chana masala
296737,6987,Handwo
296855,7515,Qubani ka meetha
296877,1548,Dhokla
297287,13098,Laddu
297288,13379,Keerai poriyal
297332,9100,Bajri no rotlo
297373,13189,Rongi
297374,2752,Alu Pitika
297562,13372,Chhena kheeri
297563,7151,Alu Pitika
297567,3984,Gheela Pitha
297636,5847,Vegetable jalfrezi
297644,12003,Paneer tikka masala
297648,14959,Kumol Sawul
297652,7895,Mushroom matar
297655,10583,Dahi vada
297861,2739,Chicken Tikka
297960,8466,Kombdi vade
297997,9708,Gulab jamun
298317,2355,Black rice
298322,11072,Uttapam
298342,6746,Kothamali sadam
298393,4747,Gud papdi
298400,7498,Navrattan korma
298553,2435,Aloo methi
298606,14655,Mishti Chholar Dal
298633,6805,Gheela Pitha
298655,2665,Uttapam
298694,9151,Jalebi
299150,2431,Farsi Puri
299226,5423,Dhokla
299311,10107,Double ka meetha
299312,3317,Prawn malai curry
299369,1945,Methi na Gota
299435,6806,Keerai masiyal
299501,7408,Chikki
299656,4026,Til Pitha
299680,11609,Rasam
299750,5053,Pootharekulu
299751,2568,Lilva Kachori
299869,4855,Aloo matar
299951,7328,Mawa Bati
300026,13810,Mawa Bati
300360,11291,Naan
300371,12345,Black rice
300372,8769,Kootu
300474,10042,Adhirasam
300608,3053,Copra paak
300609,6041,Kachori
300791,13590,Currivepillai sadam 
300792,8142,Mohanthal
301010,5715,Shukto
301056,6775,Daal puri
301073,7452,Sukhdi
301104,6721,Galho
301126,8024,Masala Dosa
301181,6205,Aloo gobi
301288,5852,Rasgulla
301549,3054,Kuzhakkattai
301768,10299,Keerai sadam
301890,2294,Sev khamani
302256,12374,Gud papdi
302275,4732,Farsi Puri
302329,6175,Sohan papdi
302395,12946,Pootharekulu
302536,6555,Samosa
302572,12424,Khakhra
302687,9676,Mohanthal
302699,4290,Chhena jalebi
302947,6073,Handwo
303130,1247,Ariselu
303210,11968,Paratha
303283,14551,Koldil Duck
303357,2098,Bengena Pitika
303548,9592,Unni Appam
303558,7131,Pachadi
303592,3254,Rasam
303640,5275,Paratha
303654,9096,Lauki ke kofte
303680,12325,Obbattu holige
303775,2270,Luchi
303850,8485,Chicken Tikka masala
303884,5165,Bhatura
303933,5482,Khaman
303939,12329,Sohan halwa
303947,13272,Puri Bhaji
304068,11168,Kachori
304203,4368,Ghevar
304268,13978,Gheela Pitha
304274,9306,Aloo gobi
304391,11821,Poornalu
304403,8939,Saath
304448,1126,Chhena jalebi
304497,3682,Malapua
304501,13930,Masor Koni
304570,3141,Zunka
304573,13747,Sheera
304576,1224,Pachadi
304580,14906,Keerai sadam
304729,3829,Singori
304826,8183,Misti doi
305031,14666,Idiappam
305082,4494,Unni Appam
305084,13929,Palak paneer
305092,6128,Kaara kozhambu
305154,11103,Sheera
305191,7704,Koldil Chicken
305285,14022,Muthiya
305292,10841,Koshimbir
305365,10953,Sevai
305412,7795,Masor tenga
305444,7496,Khorisa
305472,4259,Karela bharta
305538,2600,Biryani
305596,1105,Farsi Puri
305652,3886,Methi na Gota
305761,10095,Chicken razala
305762,3754,Bajri no rotlo
305763,3661,Pachadi
305776,13844,Pesarattu
305794,4034,Fara
305843,9282,Halvasan
306090,7172,Amti
306242,13493,Petha
306261,10155,Pantua
306341,10485,Aloo shimla mirch
306434,1042,Chingri Bhape
306438,3761,Cham cham
306503,10785,Dhondas
306613,9582,Pork Bharta
306639,5767,Beef Fry
306701,11910,Phirni
306737,8906,Panjeeri
306795,2673,Lyangcha
306897,4738,Daal puri
306901,1927,Pootharekulu
306906,1367,Rongi
306930,10068,Idiappam
306932,14786,Paruppu sadam
306935,9203,Lauki ki subji
306971,1227,Jeera Aloo
307042,8157,Litti chokha
307050,8332,Dudhi halwa
307058,1165,Rongi
307070,4352,Laddu
307140,3572,Bajri no rotlo
307466,13121,Alu Pitika
307505,1354,Alu Pitika
307782,3980,Aloo shimla mirch
307804,4435,Theeyal
307805,3994,Daal baati churma
307806,14545,Undhiyu
307863,6254,Puttu
307870,4497,Pithe
308027,6455,Alu Pitika
308245,10944,Khaman
308352,14100,Dhondas
308356,9330,Beef Fry
308400,13869,Koldil Chicken
308416,6836,Uttapam
308509,4210,Chicken razala
308653,2124,Kadhi pakoda
308680,1577,Cheera Doi
309024,13680,Chhena poda
309220,13146,Sevai
309240,8680,Lassi
309242,2483,Chak Hao Kheer
309249,3013,Luchi
309253,10952,Bhatura
309812,7245,Chikki
310017,6906,Chikki
310078,11210,Bisi bele bath
310222,12424,Pattor
310253,14769,Bhatura
310261,13245,Boondi
310436,5234,Pani Pitha
310440,5087,Dum aloo
310529,10498,Chicken Tikka
310702,4456,Panjeeri
310706,6178,Pantua
310869,14073,Koldil Chicken
310906,13700,Malapua
311198,2737,Til Pitha
311202,6624,Kofta
311264,7630,Koldil Duck
311443,6467,Methi na Gota
311470,9028,Handwo
311517,6033,Rajma chaval
311569,10574,Thalipeeth
311652,12867,Rongi
311662,2754,Sohan halwa
311795,5101,Dal tadka
311800,12106,Black rice
311859,12549,Dum aloo
311944,12325,Puttu
311964,14035,Kakinada khaja
312035,8374,Laddu
312092,3312,Kheer
312230,8876,Koldil Chicken
312237,10873,Laddu
312430,1130,Litti chokha
312446,10941,Kabiraji
312484,2382,Gajar ka halwa
312567,14188,Gheela Pitha
312573,9034,Qubani ka meetha
312578,10756,Chingri malai curry
312622,13489,Beef Fry
312644,13081,Chana masala
312660,1966,Dum aloo
312662,7939,Sambar
312682,7474,Shukto
312800,12536,Papadum
312803,7034,Masor Koni
312862,2816,Chicken Tikka
312865,991,Poha
312868,5799,Veg Kolhapuri
312888,3669,Konir Dom
312958,11528,Bhindi masala
313039,3997,Rasgulla
313075,7873,Kajjikaya
313088,14242,Gheela Pitha
313127,14313,Pongal
313178,2789,Cheera Doi
313228,3632,Double ka meetha
313301,1269,Koldil Duck
313443,5227,Daal baati churma
313464,11075,Idiappam
313522,14184,Dalithoy
313540,5168,Mysore pak
313650,2914,Mag Dhokli
313710,13215,Petha
313767,5272,Muthiya
313799,12658,Farsi Puri
313805,1955,Double ka meetha
313806,4474,Samosa
313809,14753,Sambar
313825,7993,Mag Dhokli
313925,11942,Prawn malai curry
313926,7490,Aloo shimla mirch
313969,11193,Mushroom do pyaza
314210,14741,Misi roti
314279,10214,Pachadi
314323,4001,Paneer tikka masala
314419,5135,Aloo gobi
314502,2324,Lassi
314563,13842,Ariselu
314746,7401,Goja
314778,5363,Surnoli
314828,9725,Pakhala
314832,6531,Ariselu
315343,9982,Bhindi masala
315612,5162,Copra paak
315655,13098,Sohan papdi
315723,3116,Chicken Tikka
315787,7213,Kaara kozhambu
315866,8731,Amti
316124,13201,Pani Pitha
316146,8467,Pantua
316164,8234,Bhatura
316231,10268,Shahi paneer
316393,11665,Dhondas
316429,11957,Shufta
316650,10473,Sev khamani
316708,9128,Pani puri
316772,11420,Idiappam
316863,9286,Shukto
316888,4150,Farsi Puri
316928,6348,Idli
316981,13026,Sheer korma
316987,8801,Pattor
317283,7666,Surnoli
317349,14687,Pork Bharta
317438,6818,Khichdi
317646,6734,Chicken razala
317743,4079,Kansar
317753,3836,Muthiya
317787,9566,Makki di roti sarson da saag
317811,1581,Sukhdi
317843,10431,Kansar
317919,6267,Phirni
317932,6935,Mushroom do pyaza
317937,2253,Karela bharta
317948,7848,Lauki ke kofte
317963,13605,Paravannam
317975,3992,Surnoli
318203,1164,Dudhi halwa
318238,5962,Poriyal
318240,13794,Currivepillai sadam 
318284,6248,Bhakri
318287,8248,Chevdo
318344,13234,Petha
318511,5245,Nankhatai
318580,14256,Anarsa
318593,14116,Dosa
318658,11051,Idli
318721,9566,Amti
318818,7891,Sev khamani
319012,13978,Rasam
319030,5277,Puttu
319371,10959,Chingri malai curry
319428,4341,Keerai sadam
319440,8007,Thepla
319490,8069,Chingri malai curry
319600,6585,Kheer
319658,11325,Goja
319727,14980,Coconut vadi
319758,6485,Khorisa
319805,11463,Vindaloo
319888,10611,Kulfi falooda
319942,12713,Singori
319974,11024,Tandoori Chicken
320004,14261,Kofta
320101,2206,Puttu
320133,2554,Chana masala
320159,6137,Paniyaram
320189,4336,Kadai paneer
320194,7609,Gavvalu
320222,6249,Naan
320326,5812,Dharwad pedha
320369,9226,Surnoli
320455,9890,Kumol Sawul
320456,12289,Farsi Puri
320573,14310,Bombil fry
320604,4616,Sohan halwa
320654,4962,Kofta
320700,1164,Kaju katli
320719,13588,Mag Dhokli
320720,4961,Bombil fry
320739,14685,Puttu
320752,5988,Shukto
320754,9587,Khandvi
320772,8433,Keerai masiyal
320773,12800,Alu Pitika
320870,11991,Modak
320923,14776,Koldil Chicken
320942,8220,Kuzhambu
320943,2668,Koshimbir
320947,5207,Namakpara
320960,2231,Masor tenga
320996,12823,Kumol Sawul
321044,3099,Chole bhature
321070,9549,Hando Guri
321082,11361,Shahi tukra
321087,13188,Lyangcha
321164,5696,Unni Appam
321166,6711,Thayir sadam
321332,2435,Chevdo
321529,11190,Sandesh
321542,8172,Kofta
321801,6947,Pantua
321815,1602,Kajjikaya
321912,13105,Palak paneer
321975,8769,Kaara kozhambu
322089,12160,Khorisa
322153,6217,Chhena kheeri
322450,4135,Phirni
322524,2119,Khichu
322555,3313,Idiappam
322697,12477,Mohanthal
322733,8654,Aloo tikki
322880,7390,Sambar
322886,8175,Chicken Tikka
323008,8824,Thepla
323040,10980,Sohan halwa
323161,9277,Dosa
323166,1778,Bhatura
323343,11496,Mag Dhokli
323355,3331,Pattor
323459,8288,Rabri
323492,13674,Jalebi
323595,14417,Surnoli
323609,11975,Sattu ki roti
323659,12573,Brown Rice
323713,11155,Bhindi masala
323801,14314,Kalakand
323803,11066,Masor tenga
323909,11740,Kakinada khaja
324004,14657,Bisi bele bath
